WerkAutorinID,WerkID,GND,Werk
wa01073,w01073,10417997X ,"Balladen u. Lieder (mit -r, Sch., C. Stern und C. Glitsch), 1846."
wa01074,w01074,117424218,Finis Poloniae.
wa01075,w01075,117424218,"Du bist mein (Zeitroman), 1898. 2. A. 1910."
wa01076,w01076,117424218,"Thoms friert (R. a. der Gegenwart), 1900. 2. A. 1904."
wa01077,w01077,117424218,"Die Stillen im Lande (3 En. a. d. Winkel), 1902 (Inhalt: Unser Kind."
wa01078,w01078,117424218,Sonnenbrüder.) 2. A. 1907.
wa01079,w01079,117424218,"Erdkinder (R.), 1903. 4. Aufl. 1905."
wa01080,w01080,117424218,"Überschwemmung (Eine baltische Geschichte), 1905."
wa01081,w01081,117424218,"Aus roter Dämmerung (Baltische Sk.), 1906. 2. A. 1907."
wa01082,w01082,1318563402,"III, 1900. Arkanum (Gesch. a. d. Rokokozeit), 1893."
wa01083,w01083,1318563402,Der Unbezwingliche (Histor. Genrebild);
wa01084,w01084,117005894,"Maria (Erzählende D. von Anton Malczeski, deutsch), 1878."
wa01085,w01085,117005894,"Petersburg (G. von Adam Mickiewicz, dtsch.), 1878."
wa01086,w01086,117005894,"Die heilige Familie (Bibl. D. von I. B. Zaleski, deutsch), 1879."
wa01087,w01087,117005894,"Iuristenbrevier (Lehrgedicht), 1879."
wa01088,w01088,117005894,"Fritzchen Stümperleins Buch der Lieder u. Iunge Leiden, 1882."
wa01089,w01089,117005894,"Das Lied vom deutschen Wort, 1892."
wa01090,w01090,117005894,"Gedichte, 2. A. 1892."
wa01091,w01091,117005894,"Erläuterungen zu den Meisterwerken der Literatur, 1.-20. Heft, 1896-1911."
wa01092,w01092,1050422937,"Gedichte, 1898."
wa01093,w01093,119351439,"Friedrich Flender (Hist. Dr. a. Siegens Vorzeit), 1893."
wa01094,w01094,119351439,"Ein heiliger Abend (Volksst.), 1893."
wa01095,w01095,12420239X,"Dichtungen, 1. Bd., 1869."
wa01096,w01096,12420239X,"Pantheon. Ästhetische und belletristische Zeitschrift; 1. Iahrg., 1873."
wa01097,w01097,12420239X,"Religiöse Dichtungen, 1881."
wa01098,w01098,12420239X,"Zu Alexas Andenken (Poetisches Buch), 1900."
wa01099,w01099,12420239X,"Artaxerxes (Dr.), 1891."
wa01100,w01100,116931868,"Warum? (Bn., Rz. u. Lr.), 1893. 3. A. 1899."
wa01101,w01101,116931868,"„Zirp, zirp“ (Waldmärchen), 1899."
wa01102,w01102,116931868,"Der Mohr von Dorpat (R.), 1903."
wa01103,w01103,116931868,"Meine Seelen (Neue Lr.), 1906. 2. A. 1908."
wa01104,w01104,1202427057,"III, 1853–55."
wa01105,w01105,1202427057,"Sabbatharfe Evangelische Parabeln und Gedichte; (Lr.), 1860."
wa01106,w01106,116523859,"Liederstrauß (Ge.), 1861."
wa01107,w01107,116523859,"Schillerstudien, 1880."
wa01108,w01108,116523859,"D. Schubarts Gedichte, hrsg. 1884."
wa01109,w01109,116523859,"D. Schubart in seinem Leben und seinen Werken, 1885."
wa01110,w01110,116523859,"Shakespeares Hamlet, 1891."
wa01111,w01111,118973606,"II,II, 1880IX,Wilhelm Wolfschild (R.), 1872."
wa01112,w01112,118973606,Allein und frei (R.); 1875.
wa01113,w01113,118973606,Im Gottesländchen (En. aus dem kurländischen Leben); bis 1881 (Inhalt: Im Banne der Vergangenheit. ‒ Um ein Ei. ‒ Unser Graf. ‒ Der Korsar).
wa01114,w01114,118973606,"Das rote Gold (R.), 1881."
wa01115,w01115,118973606,"Die von Kelles (R.), 1885."
wa01116,w01116,118973606,"Kurländische Geschichten, 1892."
wa01117,w01117,118973606,Gesammelte Romane; 1898‒99.
wa01118,w01118,118973606,"Aus meinen Iugendjahren, 1907."
wa01119,w01119,117023477,"SaxLose Blätter (Nn. u. Sk.), 1890."
wa01120,w01120,117023477,"Kleine Geschichten, 1894."
wa01121,w01121,117023477,"Nach freier Wahl (Lsp.), 1898."
wa01122,w01122,117023477,"Iermola (Dorfdrama, n. e. E. des Kraszewski), 1898."
wa01123,w01123,117023477,"Die Künstler-Arche (Sk. a. d. Leipziger Bohème), 1900."
wa01124,w01124,117023477,"Das letzte Glück (Schsp.), 1903."
wa01125,w01125,117023477,"Herbst (Eine Gesch. a. d. Bukowina), 1905."
wa01126,w01126,1074105532,"Phaläna und Meli (Modernes im alten Sagenspiegel), 1882."
wa01127,w01127,1074105532,"Numa (Gesch. a. altgriechisch-italien. Sagenzeit), 1886."
wa01128,w01128,117192309,"S:III,IV, 1873. 4. A. 1904."
wa01129,w01129,117192309,"Ver-II, 1872."
wa01130,w01130,117192309,"WagienSchuPei-, die Sonnensöhne (Ep.IV, 1868–74."
wa01131,w01131,117192309,"Erzählungen imI. Womba Wiido,II. Manala, inIII. Tuuletar, zwi-Der Strabismus, oder: Die Reise im Eilwagen, 1851."
wa01132,w01132,117192309,"Baltische Skizzen, oder: Fünfzig Iahre zurück, 1852; 1857; stand schafft Leiden (Schsp. aus dem Russischen metrisch übertr.), 1853."
wa01133,w01133,117192309,"Die drei Halsbänder (Schsp.), 1853."
wa01134,w01134,117192309,"Jenseit der Schären (Finnische M. u. Sprichwörter), 1854."
wa01135,w01135,117192309,"PetersLieder (Charakteristik Peters des Großen in Lr.), 1857."
wa01136,w01136,117192309,"Martha Marzibill (E.), 1857."
wa01137,w01137,117192309,"Medizinische Dorfgeschichten, 1860."
wa01138,w01138,117192309,"Dorpats Größen und Typen vor 40 Iahren, 1868."
wa01139,w01139,117192309,"Hallerlei nurrige Sichten (En.), 1869; (Baltische Sk. und Erinnerungen), 1869."
wa01140,w01140,117192309,"Die Philosophie des guten Tons, 1869."
wa01141,w01141,117192309,"Bilder aus dem Süden (Reiseerinnerungen), 1869."
wa01142,w01142,117192309,"vash Parnéh Volkssage), 1872."
wa01143,w01143,117192309,"Sagen vom Ladogasee, 1872."
wa01144,w01144,117192309,"Neue baltische Skizzen, 1873."
wa01145,w01145,117192309,"Gesammelte Schriften; Halbdeutschen u. in gebundener Rede, 2. A. 1869."
wa01146,w01146,117192309,"Ilmator (Eine Commedia turanica. Estnisch und deutsch), 1870 (Inhalt: Idylle auf Erden. – der Unterwelt. – schen Himmel und Erden)."
wa01147,w01147,117192309,"Fee Minnetrost und Krabbetasche (M., bearbeitet von Elisabeth v. Schultz), 1898."
wa01148,w01148,1057766526,"XIV.,Heise Pattiner (E. aus Plettenbergs Zeit), 1908."
wa01149,w01149,1057766526,"Die Brüder Boismann (E. a. Revals Belagerung 1570), 1910."
wa01150,w01150,1057766526,"Als Manuskr. gedruckt: Das stille Schloß (Dr.), 1904."
wa01151,w01151,1057766526,"Juda der Jude (Dr.), 1905."
wa01152,w01152,1057766526,"Um Hohenberg (Dr.), 1906."
wa01153,w01153,1057766526,"Die Glücksritter (Festsp.), 1908."
wa01154,w01154,1057766526,"Erich König von Schweden (Dr.), 1909."
wa01155,w01155,101559798,"Hymnen, 1850."
wa01156,w01156,101559798,"Album neuester Dichtungen, 1852."
wa01157,w01157,101559798,"Heimatgrüße aus Niederösterreich (Ge.), 1855."
wa01158,w01158,101559798,"Romanische Poeten in ihren originalen Formen u. metrisch übers., 1864."
wa01159,w01159,101559798,"Der Klosterbau (E.), 1870."
wa01160,w01160,101559798,"Poetisches Gedenkbuch (mit Moritz Amster), 1875."
wa01161,w01161,101559798,"Volkssagen aus der Bukowina, 1885."
wa01162,w01162,101559798,"Kleinrussische Volkslieder (metrisch übers.), 1888."
wa01163,w01163,117202789,"Baltische Dichtungen. 8. (487) Riga 1897, L. Hoerschelmann. 5.–"
wa01164,w01164,117679658,"Was ich gelebt (Lr.), 1868."
wa01165,w01165,117199028,"Nubamus [Es wird geheiratet!] (Eine römische Kom.), 1891."
wa01166,w01166,117199028,"Der Geisterspuk (Alt-Wiener OriginalGesch.), 1892."
wa01167,w01167,117199028,"Die Türkenbraut (Schw.) und: Gedanken über Zola. Nachzitterndes Weh (2 Ge.), 1901."
wa01168,w01168,117199028,"Edward Chaim, oder: Ein Stücklein Welt, durch die Briesmarkenlupe betrachtet (Hum.), 3. A. 1902."
wa01169,w01169,101257198,"Rumänenlieder, 1881."
wa01170,w01170,101257198,"Heimatklänge (Ge.), 1882."
wa01171,w01171,101257198,"Namenlos (Ein Liederkreis), 1883."
wa01172,w01172,117359084,"Zeitgenossen (Biogr. Sk.); 12 Hefte, 1870–71."
wa01173,w01173,117359084,"Laura (N. in V.), 1873."
wa01174,w01174,117359084,"Lieder an eine Frau, 1881."
wa01175,w01175,124306829,"Venus emanci(Satir. Ge.), 1896."
wa01176,w01176,124306829,"Fin de (9 sat. Ge.), 1897."
wa01177,w01177,124306829,"Verliebte Allerlei und noch etwas (Humor. Ge.), 1894."
wa01178,w01178,124306829,"Bunter Kram (Gereimtes und Ungereimtes), 1896."
wa01179,w01179,124306829,"pata siècle Geschichten (Sk. u. En.), 1900."
wa01180,w01180,124306829,"Das Märchen vom Weibe (Sat.), 1900."
wa01181,w01181,119513439,"Sang und Sage vom Kochbrunnen, hrsg., 1896."
wa01182,w01182,119513439,"Warum? Mensch und Buchhändler (Lebensaufzeichnungen), 1898."
wa01183,w01183,116226099,"Lustige Geschichten a. d. Familienleben der baltischen Lande, 1884."
wa01184,w01184,116226099,"Renata (N.), 1885."
wa01185,w01185,1227439849,"Poetischer Nachlaß (hrsg. v. s. Vater), 1854."
wa01186,w01186,1036990052,"S: Gedichte, 1882."
wa01187,w01187,1193671655,"Der Tränenturm. Kaukasische Sage (Ep.), 1885."
wa01188,w01188,1157480837,"Töne des Herzens (Ge.), 1833."
wa01189,w01189,1157480837,"Der Kirgis-Kaisak (E. von Wassily Uschakow, übers.);"
wa01190,w01190,1089932367,"II, 1870.II, 1872.IV,Der Müller v. Pranitz (Dorfgesch.), 1868."
wa01191,w01191,1089932367,Ein Iudenmädchen (R.);
wa01192,w01192,1089932367,m Sturm der Zeit (R.);
wa01193,w01193,1089932367,Siegwart Morgenländer (R.); 1873.
wa01194,w01194, 13836480X ,"Ein Ball im Leben (R. a. weiland Dorpats Tagen), 1894."
wa01195,w01195,116334851,"Mose (Ep. G.), 1842."
wa01196,w01196,116334851,"Goethe (G., seinen Manen geweiht), 1852."
wa01197,w01197,116334851,"Festgedichte zur Lessing-Feier, 1860."
wa01198,w01198,116334851,"Hebräische Gesänge. Metr. nachgebildet, 1860."
wa01199,w01199,116334851,"Bajazzo (Ep. G.), 1863."
wa01200,w01200,116334851,"Vierzehn Sonette (zum Geburtstage L. A. Frankls), 1880."
wa01201,w01201,116334851,Zahlreiche poetische Flugblätter.
wa01202,w01202,116334851,In seinem Nachlaß fanden sich: Der letzte der Arpaden (Dr.)
wa01203,w01203,116334851,Esterka (Dr.)
wa01204,w01204,116334851,Metrische Nachbildung der Psalmen.
wa01205,w01205,117506338,"Gedichte u. Übersetzungen, 1882."
wa01206,w01206,117506338,"Die letzten Menschen. Ein Sommernachtstraum. Der Schatten (3 M. in V.), 1887."
wa01207,w01207,116836709,"IV, 1838–44. – Io-II, 1839."
wa01208,w01208,116836709,"Geschichte der Oper undII, 1879 Bilder aus Berlins Nächten (GenreSkizzen aus Geschichte, Phantasie u. Wirklichkeit), 1835."
wa01209,w01209,116836709,"Bellona (Nn. u. En. a. d. Kriegerleben), 1837."
wa01210,w01210,116836709,"Der böse Blick oder: Die Queiße in den Iahren 1538, 1638, 1738 und 1838 (Hist. R.); cosus (Repertoire f. d. deutsche Liederspiel), 1. Bdchn., 1838 (Inhalt: Der reisende Student, oder: Das Donnerwetter."
wa01211,w01211,116836709,Der Kapellmeister von Venedig.
wa01212,w01212,116836709,Fröhlich.
wa01213,w01213,116836709,Wohlgemut). 2. A. 1857.
wa01214,w01214,116836709,"Schauspieler-Novellen; des königl. Opernhauses in Berlin, 1845. – Aus meinem Leben; bis 1880."
wa01215,w01215,116836709,"Im Bühnen-Repertoir des Auslandes wurden abgedruckt: Kean, oder: Leidenschaft und Genie (Schsp., 1837)."
wa01216,w01216,116836709,"Die Zwillingsbrüder (P., 1839)."
wa01217,w01217,116836709,"Der Oberst von 18 Iahren (Lsp., 1839)."
wa01218,w01218,116836709,"Sie ist wahnsinnig (Drama, 1839)."
wa01219,w01219,116836709,"Jeder fege vor seiner Tür (Lsp., 1842)."
wa01220,w01220,116836709,"Die schöne Müllerin (Lsp., 1843)."
wa01221,w01221,116836709,"Die Memoiren des Teufels (Lsp., 1843)."
wa01222,w01222,116836709,"Leutnant und Konsul (Lsp., 1843)."
wa01223,w01223,116836709,"Marquis und Dieb (Kom. O., 1843)."
wa01224,w01224,116836709,"Der Heiratsantrag auf Helgoland (Lsp., 1844)."
wa01225,w01225,116836709,"Er requiriert (Lrsp., 1844)."
wa01226,w01226,116836709,"Die Schatzgräber (Ssp., 1845)."
wa01227,w01227,116836709,"Ihr Bild (Lsp., 1846)."
wa01228,w01228,116836709,"Eine Fensterpromenade (Lsp., deutsch, 1849)."
wa01229,w01229,116836709,"In Blochs DilettantenBühne: Kurmärker u. Picarde (Genrebild), 1859. sep. 2. A. 1861. Neue A. 1909."
wa01230,w01230,116836709,"Die Unglücklichen (Lustsp. nach A. von Kotzebue), 1861."
wa01231,w01231,116836709,"m Bühnen-Almanach: Der Schauspieldirektor (Kom. Operette), 1861."
wa01232,w01232,1187357847,"Schneeglöckchen (Deutsche Lr. a. d. Ostseeprovinzen; hrsg. von Arnold Tideböhl u. W. Schwartz), 1838."
wa01233,w01233,1053281102,"Der Bibliothekar (E.), 1894."
wa01234,w01234,1053281102,"Lieder und Gedichte, 1907."
wa01235,w01235,1053281102,Zwei Novellen (Heidekraut.
wa01236,w01236,1053281102,"Margot Durand), 1909."
wa01237,w01237,1053281102,"Aus einer kleinen Stadt (3 En.: Der Bibliothekar [s. o., in völliger Umarbeitung]. "
wa01238,w01238,1053281102,Nur ein Hund.
wa01239,w01239,1053281102,"Angelika), 1910."
wa01240,w01240,117287520,"Lettische Volkslieder, übertr. im Versmaß des Originals, 1874."
wa01241,w01241,1027723640,"Die Rose aus der Vendée (N.), 1900."
wa01242,w01242,1236938216,"Heitere Erzählungen, 1891."
wa01243,w01243,1236938216,"Stille Wasser (R.), 1891."
wa01244,w01244,1236938216,"Der Tonkünstler (L.), 1893."
wa01245,w01245,1236938216,"Burschenbuch, 1894."
wa01246,w01246,1236938216,"Nachtschatten (Nn.), 1895."
wa01247,w01247,1236938216,"Zeitmärchen, 1895."
wa01248,w01248,1236938216,"Wir beide! (Ge.), 1895."
wa01249,w01249,1236938216,"Moderner Sängerkrieg (Reimschw. f. d. Possenbühne des Schriftstellerlebens), 1896."
wa01250,w01250,1236938216,"Rätsel (Nn.), 1896."
wa01251,w01251,1236938216,"Sprachheiterkeiten (Plaudereien), 1896."
wa01252,w01252,1236938216,"Im Iungfernstift, oder: Der gezähmte Widerspenstige (Lsp.), 1902."
wa01253,w01253,1236938216,"Mongkut, oder: Die Stiefgroßschwiegermutter (Versschausp.), 1902."
wa01254,w01254,1236938216,"Der Leibarzt, oder: Das vergnügte Krankenhaus (Lsp.), 1902."
wa01255,w01255,1236938216,"Naladi, oder: Königswild (Indisches Versdrama), 1902."
wa01256,w01256,1236938216,"Irmgard, oder: Weibestreu (Verslsp.), 1902."
wa01257,w01257,unidentified002,"Skizzen u. Erzählungen, 1888."
wa01258,w01258,unidentified002,"Lied, Leben und Traum (Ge.), 1907."
wa01259,w01259,1055112596,"Paradoxa (V. eines Dekadenten, ein Band Lyrik aus dem 16. bis 20. Lebensjahre), 1911."
wa01260,w01260,1055112596,"Aus dem Tagebuche eines Königsmörders (Blätter zum Nachdenken), 1911."
wa01261,w01261,unidentified007,"NydDer Kronprinz in der Bukowina, 1887."
wa01262,w01262,unidentified007,"Gut Heil!, 1892."
wa01263,w01263,unidentified007,"Am Pruth (Patriot. Klänge a. d. Bukowina), 1893."
wa01264,w01264,unidentified008,"Benedikt (Schsp.), 1883."
wa01265,w01265,unidentified009,"Mosaik (Mn. u. Novelletten), 1893."
wa01266,w01266,unidentified010,"Sta Die Schlacht bei Poltawa (Dr. G.), 1859."
wa01267,w01267,unidentified010,"Der Barde (Dr. Phantasie), 1860."
