QUOTE_TRANSCRIPTION,URI,VOCAB_LABEL
Hohndorf,http://sws.geonames.org/2900889,Hohndorf
Kupferzell,http://sws.geonames.org/2882399,Kupferzell
Deubach,,
Troja,http://geo-kima.org/place/2316,Troy (Extinct city)
Altenessen,,
Hohrath,,
Obertürkheim,,
Altendorf,http://sws.geonames.org/2661776,Altendorf
Duisburg-Hochfeld,,
Duisburg-Meiderich,,
Harperscheid,,
Anger,http://pleiades.stoa.org/places/138182,"Anger? (river)|Anger?, Indre (L')"
Howells,http://sws.geonames.org/4192289,Duluth
Rajahmundry,http://sws.geonames.org/1258932,Rājahmundry
Ägidiuskirche,,
Arzbach,http://pleiades.stoa.org/places/108760,Arzbach|Arzbach|Arzbach
Rensefeld,,
Rüllschau,,
Oxbüll,,
Jnsel Al,,
Altona a. d. Elbe,,
Holnstein,,
Vallendar a. Rhein,,
Brehna,http://sws.geonames.org/2944828,Brehna
Ge,http://maps.cga.harvard.edu/tgaz/placename/hvd_45104,Ge Xian
Breck,,
Traun,http://sws.geonames.org/2763423,Traun
Ried,http://sws.geonames.org/2767469,Ried im Oberinntal
Yankton,http://sws.geonames.org/5233053,Yankton
Kleve a. Rhein,,
Bankgeschäf,,
Hoyershausen,http://sws.geonames.org/2898308,Hoyershausen
Holtensen,,
St. Johanniskirche,,
Rehburg,http://sws.geonames.org/2849371,Rehburg-Loccum
Wildeck,,
Nieder-Olm,http://dare.ht.lu.se/places/1094,Nieder-Olm|Nieder-Olm
Mährisch-Trübau,http://histogis.acdh.oeaw.ac.at/shapes/permalink/28389968fc7e032af50b81173271c5b5/,Mährisch Trübau
Dürr-Röhrsdorf,,
Chaussee,,
Freien Almanach,,
Michaelisstift,,
Thannheim,,
Offenbarun,,
Airolo,http://sws.geonames.org/2661830,Airolo
Bederkesa,,
Hilchenbach,http://sws.geonames.org/2904808,Hilchenbach
Schitomir,,
Stäfa,http://sws.geonames.org/2658518,Stäfa
Lösch,,
Langendreer,,
Weitmar,http://geo-kima.org/place/6456,Bochum (Germany)
Fredericia,http://sws.geonames.org/2621951,Fredericia
Waldenberg,,
Mallow,http://sws.geonames.org/2962714,Mallow
Schloßvippach,http://sws.geonames.org/2838250,Schloßvippach
Leipzig Philo,,
Halle Doktor,,
Dornbirn,http://sws.geonames.org/2780741,Dornbirn
Grimmen,http://sws.geonames.org/2917309,Grimmen
Neuvorpom,,
Oppenau,http://sws.geonames.org/2857172,Oppenau
Dentschland,,
Kaiserjubiläums-Thea,,
Kohlfurterbrücke,,
Hörbach,,
Wolmir,,
Martinikirche,,
Davos,http://geo-kima.org/place/8475,Davos (Switzerland)
Ostholsteins,,
Hadersleben,http://sws.geonames.org/2620964,Haderslev
Gettorf,http://sws.geonames.org/2920776,Gettorf
Jdee,,
Sophieninsel,,
Ochtmersleben,,
Hornau,,
Leipa,http://geo-kima.org/place/9702,Česká Lípa (Czech Republic)
Bodenbach a. Elbe,,
Salmünster,http://sws.geonames.org/2953338,Bad Soden-Salmünster
Cronberg,http://sws.geonames.org/2883754,Kronberg
Barmstadt,,
Ostholstein,,
Liv,,
Werro,http://sws.geonames.org/587450,Võru
Siena,http://pleiades.stoa.org/places/413293,"Saena|Saena, Siena|Siena"
Schönhof,http://geo-kima.org/place/22297,Krásný Dvůr (Czech Republic)
Neuendettelsau,http://sws.geonames.org/2865798,Neuendettelsau
Heynitz,,
Char - les Kean,,
Kastilien,http://sws.geonames.org/3336900,Castille and León
Sankt Petrus,,
Wettin,http://sws.geonames.org/2809939,Wettin
Rheinprov,,
Nau,http://sws.geonames.org/1514856,Nov
Kreta,http://sws.geonames.org/6697802,Crete
Wollstein,http://geo-kima.org/place/1695,Wolsztyn (Poland)
Teltow,http://sws.geonames.org/2823567,Teltow
Hottner-Grefe,,
Grohnde a. W.,,
Leutherheide,,
Breyell,,
Grauenburg,,
Karthagos,,
Rheinzau,,
Ninive,http://pleiades.stoa.org/places/874621,"Nineveh/Ninos|Nabi Yunus|Nineveh/Ninos, Kuyunjik, Mosul"
Viersen,http://dare.ht.lu.se/places/19707,Oberrahser|Viersen
Olpe,http://pleiades.stoa.org/places/536809,Olpe
Schwarzdeutschland,,
Ovelgönne,http://sws.geonames.org/2855881,Ovelgönne
Stockelsdorf,http://sws.geonames.org/2826861,Stockelsdorf
Matzal,,
Argentinischen Tage,,
Bolkenhayn,,
Japans,,
Gams,http://sws.geonames.org/2660670,Gams
Lanka,http://geo-kima.org/place/8210,Sri Lanka
Dreger-Menshengen,,
Heidelberger Hochschule,,
Kaisersberg,,
Trarbach,http://dare.ht.lu.se/places/1124,Traben-Trarbach|Traben-Trarbach
Fürstenwalde,http://sws.geonames.org/2923588,Fürstenwalde
Hal,http://sws.geonames.org/2796696,Halle
Nyegaard-Stift,,
Berndorf -LRB- Kronland Salz,,
Sarmenstorf,http://dare.ht.lu.se/places/19838,Sarmenstorf|Sarmenstorf
Dombrowka,,
Weidmannslust,,
Dürrkamitz,,
Ober-Neu,,
Christliche Unterhaltgn,,
Porto,http://sws.geonames.org/3113104,Porto
Allegre,http://pleiades.stoa.org/places/147989,Allègre|Allègre-les-Fumades
Bad Harzburg,http://sws.geonames.org/2953449,Bad Harzburg
Prerow,http://sws.geonames.org/2856191,Ostseebad Prerow
Belkow b. Karo,,
Hugendubel,,
Nydeckkirche,,
Gachnang,http://sws.geonames.org/2660688,Gachnang
Schloß Elgg,,
Weilheim,http://sws.geonames.org/2812516,Weilheim
Jmmenstadt,,
Warschaus,,
Jn Mailand,,
Hamborn,http://geo-kima.org/place/11358,"Hamborn (Duisburg, Germany)"
Frida,,
Putzig,http://sws.geonames.org/3087691,Puck
Mühlberg a. d. Elbe,,
Tscheitsch,,
Essek,http://sws.geonames.org/3193935,Osijek
Hüll,,
Heidelberger Universität häu,,
Blankenfelde,http://sws.geonames.org/2948064,Blankenfelde
Lauchhammer,http://sws.geonames.org/2880221,Lauchhammer
Dresden-Friedrichstadt,,
Dresden-Altstadt,,
Wennigsen,http://sws.geonames.org/2811072,Wennigsen
Bodenwerder a. d. Weser,,
Rheinzauber,,
Strahlenberger,,
Salzkammergut,http://geo-kima.org/place/2102,Salzkammergut (Austria)
Nagy Vászony,,
Veszpriém,,
Laichingen,http://geo-kima.org/place/19625,Laichingen (Germany)
Nürtingen,http://dare.ht.lu.se/places/11536,Nürtingen|Nürtingen
Gaugen,,
Ebingen,http://geo-kima.org/place/15131,"Ebingen (Albstadt, Germany)"
Waldschul,,
Xanten,http://dare.ht.lu.se/places/20265,"temple, Xanten|bath, Xanten|Col. Ulpia Traiana/Tricensimae|Col. Ulpia Traiana/Tricensimae, Xanten|amphitheatre, Xanten|Castra Vetera|Castra Vetera, Birten|Xanten"
Mährisch,http://histogis.acdh.oeaw.ac.at/shapes/permalink/0eb60739f49da9ef4d5aa52e8511d0a0/,Mährisch Kromau
Ronewalde,,
Vincennes,http://sws.geonames.org/2968054,Vincennes
Millhausen,,
North-Vernon,http://sws.geonames.org/4262318,North Vernon
Niederbronn,http://sws.geonames.org/3014173,Gumbrechtshoffen
Rödelheim,http://geo-kima.org/place/1729,Rödelheim (Germany)
Nermsdorf,,
Buttelstedt,http://sws.geonames.org/2940622,Buttelstedt
Großneuhausen,http://sws.geonames.org/2915231,Großneuhausen
Kölleda,http://sws.geonames.org/2886363,Kölleda
Jnseln Amrum,,
Haus Hagenthal,,
Biele,,
Pri,http://sws.geonames.org/3344942,Šmartno pri Litiji
Biberstein,http://sws.geonames.org/8334613,Biberstein
Rombach,http://sws.geonames.org/2983005,Rombas
Küt,,
Berner Jura,,
Schönenwerd,http://sws.geonames.org/2658706,Schönenwerd
Aaraus,,
Viktorsruhe,,
Krumau,http://sws.geonames.org/2773343,Krumau am Kamp
Siedenburg,http://sws.geonames.org/2832597,Siedenburg
Laven,,
Neufeld,http://sws.geonames.org/2865359,Neufeld
Lehe a. d. Weser,,
Großmehring,http://dare.ht.lu.se/places/44857,Großmehring|Großmehring|Großmehring
Eichstädt,,
Cheruskerwald,,
Liebenow,,
Wormsfelde,,
Hertelsaue,,
Lüdersdorf,http://sws.geonames.org/2875430,Lüdersdorf
Wriezen a. O.,,
Obertertia,,
Windisch-Feistritz,http://sws.geonames.org/3190534,Slovenska Bistrica
Hutten-Stolzenburg,,
Schloß Steinbach,,
Lohr am Main,http://sws.geonames.org/2876147,Lohr am Main
Oran,http://sws.geonames.org/1261037,Oran
Jeschken,,
Rietberg,http://sws.geonames.org/2846843,Rietberg
Stempelsiskal,,
Kyritz,http://sws.geonames.org/2882161,Kyritz
Perch,,
Sloman,,
Frauenheim,,
Sundhausen,http://sws.geonames.org/2824642,Sundhausen
Geilenkirchen -LRB- Rhein,,
Schlettstadt,http://geo-kima.org/place/15305,Sélestat (France)
Mülheim an der Ruhr,http://geo-kima.org/place/6989,Mülheim an der Ruhr (Germany)
Emmelsbüll,http://sws.geonames.org/3208543,Emmelsbüll-Horsbüll
Siebenzig Semester,,
Scherrebeck,,
Lakolk,,
Großstrehlitz,,
Comacchio,http://pleiades.stoa.org/places/393402,"[Castrum Cumiacli]|[Castrum Cumiacli], Comacchio|Comacchio"
Niederschlesi,,
Mariendorf,http://sws.geonames.org/2873606,Mariendorf
Nieder-Österreich,http://geo-kima.org/place/7816,Lower Austria (Austria)
Jsland,,
Reykjavik,http://sws.geonames.org/3413829,Reykjavík
Mera,http://dare.ht.lu.se/places/39691,Mera
Deutsch-Wilmers,,
Mietesheim,,
Ballbronn,,
Hohweiler,,
Niederrödern,,
Obernsbach,,
Münchenbernsdorf,http://sws.geonames.org/2867707,Münchenbernsdorf
Vermeuil,,
Jm Morgenland,,
Frankental,,
Maria-Rosenberg,,
Anhalt-Dessau,http://histogis.acdh.oeaw.ac.at/shapes/permalink/c415003e718c9f538deca174a6b378ac/,Anhalt-Dessau
Züll,,
Züllchow,,
Mittenwalde,http://sws.geonames.org/2870481,Mittenwalde
Gohlis,,
Lübtheen,http://sws.geonames.org/2875559,Lübtheen
Süd-Afrika,,
Greifenhagen,http://geo-kima.org/place/17100,Greifenhagen (Germany)
Selchow,,
Schönlanke,http://sws.geonames.org/3083185,Trzcianka
Pötzscha,,
Kurbrandenburg,http://geo-kima.org/place/10868,Brandenburg (Electorate)
Hohenzollern-Anek,,
Belgard,http://geo-kima.org/place/17125,Belgard (Germany)
Berlin-Wilhelms,,
Deiningen,http://dare.ht.lu.se/places/44176,Deiningen|Deiningen|Deiningen
Schwabach,http://sws.geonames.org/2835537,Schwabach
Nördlin,,
Pyra,http://sws.geonames.org/503428,Pyra
Wasgau,,
Kopojno,,
Ephesus,http://geo-kima.org/place/1086,Ephesus (Extinct city)
Jahnens,,
Kindelsberg,,
Großlichterfelde,,
Wilhelm Bern,,
Rietschen,http://sws.geonames.org/2846806,Rietschen
Hollands,http://geo-kima.org/place/21018,Hollands Kroon (Netherlands)
Kopenhagen Han,,
Trittau,http://sws.geonames.org/2821085,Trittau
Wiener Polytechnikum,,
Marburg a. D.,,
Fürst-Thea,,
Perchtolds,,
Galiziens,,
Przemysl,,
Ostseebade Zingst,,
`` Villa Reinfels,,
Jar,http://geo-kima.org/place/13615,Evreĭskai︠a︡ avtonomnai︠a︡ oblastʹ (Russia)
Kommotau,,
Dichtersprüchen,,
Belovar,,
Wiera,,
Treysa,,
Friedrichsfeld,http://dare.ht.lu.se/places/40875,Friedrichsfeld
Dickhausen,,
Yorkshire,http://sws.geonames.org/5145250,Yorkshire
Schloß,http://dare.ht.lu.se/places/43170,"Schloß Dhaun, Hochstetten-Dhaun"
a. d. Wupper,,
Heinrichsdorf,,
Bornholms,,
Ossowo,,
Niederreifenberg,,
Neumark,http://sws.geonames.org/3084890,Stare Czarnowo
Vandsburg,http://sws.geonames.org/3082364,Więcbork
Schliewitz,,
Tuchel,,
Wlewsk,,
Gorzno,,
Siemia,,
Slavonien,,
Olmütz -LRB- Mähren,,
Kastelreuth,,
Schleswigschen,,
Hochviöl,,
Wackendorf,,
Höhndorf,http://sws.geonames.org/2900889,Hohndorf
Gödersdorf,,
Chiemsees,,
Prien,http://dare.ht.lu.se/places/45384,"Bruck, Prien am Chiemsee|Prien am Chiemsee"
Schil,,
Dusenbach,,
Grönland,http://sws.geonames.org/3425505,Greenland
Schloß Gottorp,,
Luv,http://geo-kima.org/place/7947,Libya
Alpenvereins-Gene,,
Alfred Jerusalem,,
Köln-Ehrenfeld,http://geo-kima.org/place/15592,"Ehrenfeld (Cologne, Germany)"
Schleswigs,,
Zakrzewo,http://sws.geonames.org/3080830,Zakrzewo
Kilimandscharo,,
Tanganyika,http://geo-kima.org/place/9534,Tanganyika
Viktoria-Njansa,,
Tanganjika,,
Salenstein,,
Galveston,http://sws.geonames.org/4692883,Galveston
Golf von Mexiko,,
Avérina,,
Lengefeld,http://sws.geonames.org/2878878,Lengefeld
Watertown,http://sws.geonames.org/4845245,Watertown
Wisconsin,http://geo-kima.org/place/6276,Wisconsin
Scheer,http://sws.geonames.org/2840086,Scheer
Alberweiler,,
Grambke,,
Heiligenfeld,,
Hastedt,http://geo-kima.org/place/11485,"Hastedt (Bremen, Germany)"
Union,http://sws.geonames.org/1680262,Union
County,http://geo-kima.org/place/7605,Lancaster County (Pa.)
Markdorf,http://sws.geonames.org/2873427,Markdorf
Katomircz,,
Wichorsee,,
Schloß Ellersheim,,
Norderney,http://sws.geonames.org/2862041,Norderney
Ofteringen,,
Südungarn,,
Ebers,,
Warmbad,http://sws.geonames.org/3352263,Warmbad
Deutsch-Süd,,
Endbach,http://sws.geonames.org/2930408,Bad Endbach
Cappel,http://sws.geonames.org/2940322,Cappel
Schwendi,http://sws.geonames.org/2834334,Schwendi
Ober-Laupheim,,
Ehingen a. D.,,
Matzenbach,http://sws.geonames.org/2872880,Matzenbach
Dan,http://pleiades.stoa.org/places/678109,"Dan|Dan, Tel Dan/Tell el Qadi"
Osterhusum,,
Dammkoog,,
Oberlohma,,
Egerland,http://geo-kima.org/place/5286,Cheb Region (Czech Republic)
Deutschböhmen,,
Hoftheater Euge,,
Friedrichsruhe,,
Hermsdorf-Klosterlausnitz,,
Münchhof-Chodau,,
Heiligendamm,,
Schloß Kronberg,,
Borussias,,
Kunersdorf,,
Wolfg,,
Drosdoven,,
Masuren,http://geo-kima.org/place/21645,Mazury (Poland)
Lyk,http://sws.geonames.org/5104930,Spring Lake Heights
Gurwitz,,
Saargemünd,http://geo-kima.org/place/17462,Sarreguemines (France)
Guatemala,http://sws.geonames.org/3595530,Guatemala
Charcas,http://sws.geonames.org/4014501,Charcas
San Luis Potosi,http://www.hgis-indias.net/dokuwiki/doku.php?id=gazetteer:1000016,San Luis Potosi
Salesianum,,
Johanniskirche,,
Jefferson,http://sws.geonames.org/5195297,Jefferson Hills
Waldveil,,
Moers,http://sws.geonames.org/2870221,Moers
Beverungen a. d. Weser,,
Altstadt-Bielefeld,,
Klein-Oschersleben,,
Bethesda,http://sws.geonames.org/2655804,Bethesda
Barth,http://sws.geonames.org/2952372,Barth
Schwaan,http://sws.geonames.org/2835542,Schwaan
Merzig a. d. Saar,,
Ölsnitz,,
Pfälzerland,,
Lautern,,
Ebernburg,http://sws.geonames.org/2953399,Bad Münster am Stein-Ebernburg
Landstuhl,http://sws.geonames.org/2881477,Landstuhl
Königswinter,http://sws.geonames.org/2885734,Königswinter
Klein-Naundorf,,
Wingerode,http://sws.geonames.org/2808067,Wingerode
Gernrode,http://sws.geonames.org/2920999,Gernrode
Wor,,
Ratingen -LRB- Rheinland,,
Duder,,
Eichstätt Theo,,
Dingelstädt,http://sws.geonames.org/2936933,Dingelstädt
Oberschleißheim,http://sws.geonames.org/2859147,Oberschleißheim
Brinkenhof,,
Tulln,http://geo-kima.org/place/16070,Tulln (Austria)
Lysol,,
Wolfsberg,http://sws.geonames.org/2760910,Wolfsberg
Judeich-Mierswa,,
Oschers,,
Friedenau-Berlin,http://sws.geonames.org/2924770,Friedenau
Gum,http://sws.geonames.org/4099296,Alma
Lauchröden,http://sws.geonames.org/2880211,Lauchröden
Meersburg,http://geo-kima.org/place/12300,Meersburg (Germany)
Villingen,http://geo-kima.org/place/15065,Villingen (Germany)
Ludwig-Wilhelm,,
Eckberg,,
Scharn,http://sws.geonames.org/2747673,Scharn
Rohr,http://sws.geonames.org/2845750,Rohr
Billwerder,,
Malonne,http://dare.ht.lu.se/places/20343,"Reumont, Malonne, Namur"
Namur,http://dare.ht.lu.se/places/19198,Hastedon|Namur|Namur|Namur
Paulswalde,,
Werne,http://sws.geonames.org/2810833,Werne
St. Mauritz,,
Grenoble,http://pleiades.stoa.org/places/167734,"Cularo/Gratianopolis|Cularo/Gratianopolis, Grenoble|Grenoble"
Homberg a. Rh.,,
Niederdresselndorf,,
Schenefeld,http://sws.geonames.org/2839763,Schenefeld
Hamborg,,
Woto de Tän,,
Clettstedt,,
Thamsbrück,,
Langula,http://sws.geonames.org/2880564,Langula
Gauturn,,
Starkenheim,,
Oberrißdorf,,
Niederjeutritz,,
Ottmachau,http://sws.geonames.org/3089642,Otmuchów
Rasselwitz,http://sws.geonames.org/3087573,Racławice Śląskie
Ralleby,,
Munkbrarup,http://sws.geonames.org/2867582,Munkbrarup
Cayenne,http://sws.geonames.org/3382160,Cayenne
Berent,http://geo-kima.org/place/15992,Koscierzyna (Poland)
Folkerston,,
Kemnitz,http://sws.geonames.org/2891653,Kemnitz
Westerwald,http://geo-kima.org/place/3649,Westerwald (Germany)
Poppelau,http://sws.geonames.org/3088324,Popielów
Kadelburg,,
Scharfenberg,,
Gagri,http://sws.geonames.org/614622,Gagra
Alaska,http://geo-kima.org/place/6461,Alaska
Horazdowitz,,
Laage,http://sws.geonames.org/2882141,Laage
Hohenlohe-Jngolfingen,,
Baldingen,http://dare.ht.lu.se/places/19738,Baldingen
Kaisenberg,,
Schloß Ahlem,,
Ehrenfeld,http://geo-kima.org/place/15592,"Ehrenfeld (Cologne, Germany)"
Lindenthal,http://geo-kima.org/place/10231,"Lindenthal (Cologne, Germany)"
Josefstädtische Thea,,
Santa Clara,http://sws.geonames.org/1688338,Santa Clara
Beggenried,,
Vierwald,,
Zuger See,,
Zuger Sees,,
von Leysin,,
Vierwaldstädter See,,
-RRB-,,
Hornsburg,,
Wolkersdorf,http://geo-kima.org/place/20646,Wolkersdorf (Austria)
Josephstadt Wiens,,
Neusalz,http://sws.geonames.org/3090764,Nowa Sól
Gnadenkirche,,
Torna,http://geo-kima.org/place/11695,Abaúj-Torna Megye (Hungary)
Zörbig,http://sws.geonames.org/2803891,Zörbig
Kalenberg,,
Sidon,http://sws.geonames.org/268064,Sidon
Nashville,http://sws.geonames.org/4644585,Nashville
Thorn -LRB- Westpreußen,,
Schlachtensee,,
Altenhausen,http://sws.geonames.org/2957631,Altenhausen
Schloß Domnau,,
Lenz,http://sws.geonames.org/2817927,Vaihingen an der Enz
Kaltenbäck,,
Enns,http://sws.geonames.org/2780048,Enns
Cratzig,,
Rhein ``,http://sws.geonames.org/2869791,Monheim am Rhein
Damminmühle,,
Lautenburg,http://sws.geonames.org/3093439,Lidzbark
Groß-Schliewitz,,
Hattin,http://geo-kima.org/place/21817,Karne Hittim (Israel)
Höntrup,,
Dahlhausen,,
Linden a. d. Ruhr,,
Varen,http://sws.geonames.org/2658185,Varen
Wengern,,
Wickede,http://sws.geonames.org/2809778,Wickede
Vingst,,
Hachberg,,
Degerloch,,
Kap Kap Hauff,,
Prags,http://sws.geonames.org/6534775,Braies
Karlsstadt,,
Wojwodina,http://geo-kima.org/place/9476,Vojvodina (Serbia)
Walachei,,
Königinhof,http://histogis.acdh.oeaw.ac.at/shapes/permalink/7cfb0cf65718290f497868afa38dfead/,Königinhof an der Elbe
Serb,http://geo-kima.org/place/19945,Republika Srpska (Bosnia and Hercegovina)
Behnisch-Kappstein,,
Kappstein,,
Humboldt-Aka,,
Guretzky-Kor,,
Santa Maria,http://sws.geonames.org/3374218,Santa Maria
di Capua,http://pleiades.stoa.org/places/457780134,So-called Arch of Hadrian (Capua)
Habel,,
Schreibendorf,,
Glatzer Mdt,,
Pongau,http://sws.geonames.org/2780551,Eben im Pongau
Waldmichel,,
Waldmichelbach,,
Weinheim,http://dare.ht.lu.se/places/956,Weinheim
Metzeboe,,
West,http://sws.geonames.org/3426184,West
Schmiede,http://sws.geonames.org/3094976,Kowale
Hürup,http://sws.geonames.org/2897211,Hürup
Nordschleswigs,,
Bredenbeck,,
Ahlum,,
Veltheim am Harz,,
Göls,,
Wischau,http://histogis.acdh.oeaw.ac.at/shapes/permalink/10f87a7533af8150209eaa61eef624a3/,Wischau
Jechnitz,http://sws.geonames.org/3074284,Jesenice
Weseritz,http://sws.geonames.org/3079403,Bezdružice
Bad Eichwald,,
Ostböhmens,,
Jakobsohn,,
Hiersau,,
Komi,http://pleiades.stoa.org/places/707541,Komi|Komi
Oberungarn,,
Villagos,,
Friedrich-Wilhelm,http://dare.ht.lu.se/places/19084,"Turm, Friedrich-Wilhelm-Straße 87, Barbara"
Alliance-Theater,,
Gräfenberg,http://sws.geonames.org/2918350,Gräfenberg
Geélka,,
Kitzingen,http://sws.geonames.org/2890158,Kitzingen
Frein,,
Minnesotta,,
Banjaluka,http://geo-kima.org/place/8930,Banja Luka (Bosnia and Hercegovina)
Waldblü,,
Maire,http://geo-kima.org/place/3317,Le Maire Strait (Argentina)
Löwenstein-Wertheim-Rosenberg,,
Bade Soden,,
San Callisto,http://pleiades.stoa.org/places/423038,"S. Callisto|San Callisto, Roma"
Drege,,
Hinsbergen,,
Münsterkirche,,
Friedrichshütte,,
Oberschles,,
Kalkberge-Rüdersdorf,,
Kausen,http://sws.geonames.org/2892029,Kausen
Göppingen,http://dare.ht.lu.se/places/25027,Göppingen
Oberrot,http://sws.geonames.org/2859234,Oberrot
Burch,http://sws.geonames.org/5781783,South Ogden
Jeru,http://sws.geonames.org/1965673,Jeru
Perouse,,
Klein-Eislingen,,
St. Boni,,
Eylau,http://sws.geonames.org/579760,Bagrationovsk
Bad Soden,http://sws.geonames.org/2953339,Bad Soden am Taunus
Wichmanns,,
Schloßkirche,,
Niederbonsfeld,,
Schalke,http://geo-kima.org/place/9095,Gelsenkirchen (Germany)
Rabenstein,http://sws.geonames.org/2768153,Rabenstein an der Pielach
Schloß Heldrungen,,
Strachau,,
Hitzacker,http://sws.geonames.org/2903470,Hitzacker
Walk,http://sws.geonames.org/3581514,Orange Walk
Schloß Zalenze,,
Katto,,
Hechtsheim,http://dare.ht.lu.se/places/564,Hechtsheim
Alt-Lambach,,
Dürnstein,http://sws.geonames.org/2780604,Dürnstein
Eichstätt Phi,,
Boccaccio,,
Starkenburg,http://dare.ht.lu.se/places/19398,Starkenburg
Jmmeldorf,,
Mönchheim,,
Herrnsheim,,
Uttenreuth,http://sws.geonames.org/2818027,Uttenreuth
Untermerzbach,http://sws.geonames.org/2819075,Untermerzbach
Memmelsdorf,http://geo-kima.org/place/8529,"Memmelsdorf (Bamberg, Germany)"
Benk b. Baireuth,,
Olsberg,http://dare.ht.lu.se/places/19822,Olsberg
Muri,http://sws.geonames.org/2659531,Muri
Friedrich-Wilhelm-Gymna,,
Unkel,http://geo-kima.org/place/6393,Unkel/Rhein (Germany)
Günzburg a. d. Donau,,
Altusried,http://sws.geonames.org/2956787,Altusried
Günzburg,http://dare.ht.lu.se/places/45616,Günzburg
Waldkirch,http://sws.geonames.org/2658067,Waldkirch
Unterroth,http://sws.geonames.org/2818818,Unterroth
Winsau,,
St. Mar,http://dare.ht.lu.se/places/44519,"Mar Taqla, Ma'loula"
Grafendorf,http://sws.geonames.org/2778154,Grafendorf bei Hartberg
Westrußland,,
Salamanca,http://www.hgis-indias.net/dokuwiki/doku.php?id=gazetteer:1004855,Salamanca
Tanzenberg,,
Schärfenberg,,
Seldwyla,,
Wendenland,,
Jnsel Oesel,,
Grunau,http://sws.geonames.org/3098240,Gronowo Elbląskie
Jeka,,
Grünwald,http://pleiades.stoa.org/places/118852,"München-Grünwald|Römerschanze, Grünwald|Isarbrücke, Grünwalder Forst|Grünwald"
Basler Mund,,
Gevelsberg,http://sws.geonames.org/2920757,Gevelsberg
Flamersheim,,
Nevi,,
Radevormwald,http://sws.geonames.org/2850995,Radevormwald
Herrenberg,http://geo-kima.org/place/10145,Herrenberg (Germany)
Schwäbisch - Gmünd,http://sws.geonames.org/2835482,Schwäbisch Gmünd
Frankfurt a. Oder,,
Widder-Stereo,,
Gerresheim -LRB- Rhein,,
Gerres,,
Willingen,http://sws.geonames.org/2808544,Willingen
Leopoldinisch-Karo,,
Doschkau,,
Reichtal,,
Friederikenhof,,
Havannas,,
Alpirsbach,http://sws.geonames.org/2958173,Alpirsbach
Schloß Starkenberg,,
Rovereto,http://sws.geonames.org/3168854,Rovereto
Süddalmatien,,
Schloß Heimfels,,
Sera,http://geo-kima.org/place/21779,Tel Sera (Israel)
Baltische Polytechnikum,,
Keim,,
Vichy,http://pleiades.stoa.org/places/138186,"Aquae Calidae|Aquae Calidae, Vichy|Borne milliaire, Vichy|Vichy"
Alfredo,http://sws.geonames.org/3472596,Alfredo Chaves
