QUOTE_TRANSCRIPTION,URI,VOCAB_LABEL
Helouan,http://sws.geonames.org/355795,Ḩalwān
Lem - berg,,
Dammerow,,
Sächsischen Schweiz,,
Euskirchen,http://dare.ht.lu.se/places/19614,"Euskirchen|Roitzheimer Auel, Euskirchen|Euskirchen"
Finland,http://geo-kima.org/place/7989,Finland
Kirchberg am Walde,http://sws.geonames.org/2774406,Kirchberg am Walde
Zwettl,http://sws.geonames.org/2760420,Zwettl an der Rodl
Grysor,,
Grazer Stadtpark,,
Hamerlings,,
Engelsruh,,
Alt-Husum,,
Wattenmeer,,
Kurhessen,http://geo-kima.org/place/21694,Hesse-Kassel (Electorate)
Lehrbach,http://geo-kima.org/place/27115,"Lehrbach (Kirtorf, Germany)"
Eutritzsch,,
Durmersheim,http://sws.geonames.org/2934462,Durmersheim
Herz-Jesu,,
Marienfelde,http://sws.geonames.org/2873589,Marienfelde
Savona,http://pleiades.stoa.org/places/383770,"Savo/Vicus Virginis?|Savo/Vicus Virginis?, Savona|Savona"
Teplitz-Schönau,http://geo-kima.org/place/8155,Teplice (Czech Republic)
Pillnitz,,
Lenzburg,http://pleiades.stoa.org/places/177557,"Lenzburg|*Lentia?, Lindfeld, Lenzburg|Lenzburg"
Oetlikon,,
Retzow,http://sws.geonames.org/2847946,Retzow
Heringsdorf,http://sws.geonames.org/2864900,Heringsdorf
Treucht,,
Ham Han,,
Nimptsch -LRB- Schlesien,,
Starnberg,http://sws.geonames.org/2829457,Starnberg
Gräfin Lich,,
Sonora,http://sws.geonames.org/3823579,Sonora
Rostbach,,
Libussa,,
Rügenwalde,http://geo-kima.org/place/17084,Rügenwalde (Germany)
Seedorf,http://sws.geonames.org/2658654,Seedorf
Lenzen a. d. Elbe,,
Lo,http://sws.geonames.org/1157949,Doi Lo
Putzleinsdorf,,
Mühlviertel,http://dare.ht.lu.se/places/45721,Mitterkirchen im Machland
Burgstädt,http://sws.geonames.org/2941150,Burgstädt
Geplau,,
Gitschin,http://histogis.acdh.oeaw.ac.at/shapes/permalink/7098bd7c6fb85da9ad3e367a2853c3b7/,Gitschin
Kaplitz,http://histogis.acdh.oeaw.ac.at/shapes/permalink/6d0e8915156077a6971146b4fe8aec37/,Kaplitz
Böhmerwald,http://pleiades.stoa.org/places/118687,"Gabreta? Hyle|Gabreta? Hyle, Böhmerwald"
Joachims,,
Bergreichenstein,http://sws.geonames.org/3073769,Kašperské Hory
Wolfsegg,http://sws.geonames.org/2760903,Wolfsegg am Hausruck
Hagnau,http://sws.geonames.org/2912417,Hagnau
Radolfszell,,
Hasle,http://sws.geonames.org/2660410,Hasle
Schleswig-Hol,,
Apotheke,http://pleiades.stoa.org/places/550446,Apotheke|Apotheke
Nykjöbing,http://sws.geonames.org/2615962,Nykøbing Sjælland
Bourget,http://geo-kima.org/place/11064,Le Bourget (France)
Bienenbüttel,http://sws.geonames.org/2949150,Bienenbüttel
Ranzau,,
Zschopau,http://sws.geonames.org/2803798,Zschopau
Beckum,http://sws.geonames.org/2951654,Beckum
Sauerlande,,
Füchtorf,,
Südkirchen,,
Waynsboro,http://sws.geonames.org/4562070,Waynesboro
Franklin County,http://geo-kima.org/place/9404,Franklin County (Mass.)
Lewisburg,http://sws.geonames.org/5164826,North Lewisburg
Lebanon,http://sws.geonames.org/5100362,Lebanon
Mercersburg,http://sws.geonames.org/4559600,Mercersburg
Tauperlitz,,
Ostpreuß,,
Küsnacht,http://dare.ht.lu.se/places/45487,Küsnacht
Sternenberg,,
Züricher Oberland,,
Dübendorf,http://sws.geonames.org/2660971,Dübendorf
Schaffhau,,
Grüningen,http://geo-kima.org/place/15427,Grüningen (Switzerland)
Männedorf,http://sws.geonames.org/2659772,Männedorf
Bergamo,http://pleiades.stoa.org/places/383589,"Bergomum|Bergomum, Bergamo|Bergamo"
Wossitz,,
Hinter,,
Oslavan,,
Lessing-Theater,,
Linstow,,
Heidenmission,,
Darm,,
Volhynien,,
Cilli,http://histogis.acdh.oeaw.ac.at/shapes/permalink/cf0b51f757f57ac8d56bb69474a52c97/,Cilli
Leoben,http://sws.geonames.org/2772649,Leoben
Ostara,,
Birrwil,,
Reinach,http://sws.geonames.org/2659076,Reinach
Brunegg,,
Veytaux,,
Sissach,http://sws.geonames.org/2658572,Sissach
Nim,http://sws.geonames.org/1131821,Nimroz
Erin,http://sws.geonames.org/4621108,Erin
Sansara,,
Listringen,,
Fähr-Lobbendorf,http://geo-kima.org/place/20560,"Fähr-Lobbendorf (Bremen, Germany)"
Heiligenhafen,http://sws.geonames.org/2907589,Heiligenhafen
Limbach,http://dare.ht.lu.se/places/18995,Limbach|Saarlouis
Moschwitz,,
Stolberg am Harz,,
Stundentagebuch,,
Schloß Thunstetten,,
Lindenhof,http://sws.geonames.org/6295493,Zürich (Kreis 1) / Lindenhof
Hory,http://geo-kima.org/place/15185,"Horki (Mahiliouskaia voblasts, Belarus)"
Bath,http://sws.geonames.org/2656173,Bath
Neustift,http://sws.geonames.org/2770656,Neustift bei Güssing
Krumm-Nußbaum,,
Jnzersdorf,,
Hainfeld,http://geo-kima.org/place/24668,Hainfeld (Austria)
Ankum,http://sws.geonames.org/2956014,Ankum
Lintorf,http://pleiades.stoa.org/places/99000,Lintorf|Lintorf (Han)
Westfalens,,
Nieder-Schabbehard,,
Steinhagen,http://sws.geonames.org/2828050,Steinhagen
Münsterlandes,,
Mon,http://sws.geonames.org/1262824,Mon
Dublin,http://sws.geonames.org/2964574,Dublin
Hartmann-Plön,,
Haus Breitenbach,,
Freystadt,http://sws.geonames.org/2924854,Freystadt
Steinbach,http://sws.geonames.org/2828795,Steinbach
Penig,http://sws.geonames.org/2854967,Penig
Ehringhausen,,
Untereggingen,http://dare.ht.lu.se/places/40776,Untereggingen
Oxendorf,,
Kusnezowo,,
Twer,http://sws.geonames.org/480060,Tver
St. Petersburg Juris,,
Schottenfelde,,
Saaz,http://histogis.acdh.oeaw.ac.at/shapes/permalink/e3982dbee8f0d539eea50b40967a180e/,Saaz
Tscheidt,,
Bauerwitz,http://sws.geonames.org/3103989,Baborów
Bos,http://sws.geonames.org/2794724,Kapelle-op-den-Bos
Göda,http://sws.geonames.org/2919609,Göda
Wehrsdorf,,
Waidbruck,http://sws.geonames.org/3170259,Ponte Gardena
Lasdohn,,
Ohmden,http://sws.geonames.org/2857637,Ohmden
Beimbach,,
Gerabronn,http://sws.geonames.org/2921226,Gerabronn
Carolath,http://sws.geonames.org/3086054,Siedlisko
Berliner u. Potsdamer Hofe,,
Nieder-Lößnitz,,
Rosenthal,http://sws.geonames.org/2844924,Rosenthal
St. Martin,http://sws.geonames.org/6417224,St Martin
Lyzeum u.,,
Halle Philosophie,,
Jäskendorf,,
Obstal,,
Köln a. Rhein,,
Altona-Ottensen,,
Obersalzbrunn,,
Erkner,http://sws.geonames.org/2929602,Erkner
Agnetendorf,,
Sebnitz,http://sws.geonames.org/2834102,Sebnitz
Nentershausen,http://sws.geonames.org/2866511,Nentershausen
Treisa,,
Oberaula,http://sws.geonames.org/2861358,Oberaula
Neukirchen,http://sws.geonames.org/2864748,Neukirchen
Hausen,http://dare.ht.lu.se/places/40748,Hausen
Hauser-Edel,,
Ribnitz,http://geo-kima.org/place/20984,Ribnitz (Germany)
Wilhelmshaven,http://sws.geonames.org/2808720,Wilhelmshaven
Wössö,,
Esko,http://sws.geonames.org/5025861,Esko
Droysens,,
Sekre,,
Clermont-Ferrand,http://pleiades.stoa.org/places/138267,"Cantobennum, Mon.|Belde, Clermont-Ferrand|Augustonemetum|Augustonemetum/Augusta Arvernorum/Civitas Arvernorum/Arvernis, Clermont-Ferrand|Brézet, Clermont-Ferrand (2)|Cantobennum, Puy de Chanturgue, Clermont|Brézet, Clermont-Ferrand (1)|Clermont-Ferrand"
Elsaß-Lothrin,,
Haverland,http://geo-kima.org/place/23854,Haverland (Germany)
Hawelka,,
Haxthausen,,
Ranshofen,http://pleiades.stoa.org/places/118610,"Braunau|Braunau am Inn|Teufelloh, Ranshofen, Braunau am Inn|Braunau am Inn"
Steyregg,http://sws.geonames.org/2764354,Steyregg
Mauthausen,http://geo-kima.org/place/15425,Mauthausen (Austria)
Gmundener See,,
Schongau,http://dare.ht.lu.se/places/44799,Schongau|Schongau
Scheyern,http://sws.geonames.org/2839527,Scheyern
Georgenhausen,,
Eberstadt,http://dare.ht.lu.se/places/40615,Eberstadt
Umstadt,http://dare.ht.lu.se/places/618,Groß-Umstadt|Groß-Umstadt
Podskal,,
Ständischen Theater,,
Hed Hee Prag,,
Tannwald,http://sws.geonames.org/3064358,Tanvald
Streitberg,,
Rüttenscheid,,
Hedwig-Julia,,
Dedensen,,
Österr.-Schle,,
Freudenthal,http://sws.geonames.org/3078545,Bruntál
Nordmährerbun,,
Bergdorf Oberdürnten,,
Ermatingen,http://sws.geonames.org/2660869,Ermatingen
Untersee,http://pleiades.stoa.org/places/187324,Brigantinus L.
Hee Hee Adria,,
Engadin,http://geo-kima.org/place/1081,Engadine (Switzerland)
Betschwan,,
Häzingen,,
Mehlra,,
Jena Jura,,
Börnchen,,
Oederan,http://sws.geonames.org/2857970,Oederan
Schloß Wolkenstein,,
Petri-Pauli-Ge,,
Petri-Pauli-Schule,,
Tula,http://sws.geonames.org/3165115,Tula
Batum,http://geo-kima.org/place/653,Batumi (Georgia)
Kokand,http://sws.geonames.org/1512979,Qo‘qon
Zentralasien,,
Dieburg,http://pleiades.stoa.org/places/118839,"Med(...)|Med(...)/Civitas Auderiensium, Dieburg|Dieburg"
Hofheim -LRB- Hessen,,
Sankt Stephanus,,
Dresden-Plauen,,
Heiberg,,
Kleinzschachwitz,,
Lank,,
Alt-Rom,,
Heiden,http://sws.geonames.org/2660392,Heiden
Pomm.,,
Niederschlesten,,
Waldrada,,
Rumpolz,,
Tarnowo,http://sws.geonames.org/3083442,Tarnowo Podgórne
Leopoldstädter Vorstadt,,
Ringelsdorf,,
Wolzow,,
Broaker,,
Wallsbüll,http://sws.geonames.org/2814526,Wallsbüll
Südame,,
Bleckendorf,,
Augustenburg,,
Wostitz,,
Schwechat,http://dare.ht.lu.se/places/42830,Schwechat
Cöthen,http://geo-kima.org/place/490,Köthen (Germany)
Kleinmühlingen,,
Wörbzig,,
Seesen am Harz,,
Klettendorf,,
Suderode,http://sws.geonames.org/2953331,Bad Suderode
Bischofsburg,http://sws.geonames.org/775890,Biskupiec
Warnitz,http://sws.geonames.org/3082607,Warnice
Banausia,,
Peitz,http://sws.geonames.org/2855024,Peitz
Floridsdorf,http://histogis.acdh.oeaw.ac.at/shapes/permalink/276c6cf3221f1555b40dc2efc290c660/,Floridsdorf
Wach,,
Dresden-Striesen,,
Blasewitz-Dresden,,
Neurode,http://sws.geonames.org/3090768,Nowa Ruda
Henau,http://sws.geonames.org/2906494,Henau
Simmern,http://dare.ht.lu.se/places/4503,Simmern|Simmern
Ohlweiler,http://dare.ht.lu.se/places/24970,Ohlweiler
Castellaun,,
Nordherringen,,
Ösdorf,,
Jnsel Ochsenwerder,,
Niederschönhausen,http://sws.geonames.org/2862888,Niederschönhausen
Gottscheds,,
Bosniens,,
Dornum,http://sws.geonames.org/2935633,Dornum
Pewsum,,
Dernau,http://dare.ht.lu.se/places/19592,Dernau|Dernau
Ahrtal,,
Lodz,http://sws.geonames.org/3337493,Łódź Voivodeship
Osterstein,,
Thürin,,
Erlau Böhmen,,
Schkeuditz,http://sws.geonames.org/2839050,Schkeuditz
Ryno,,
Held-Marbach,,
Hedera,http://geo-kima.org/place/858,Hadera (Israel)
Helldorf,,
Pretzsch,http://sws.geonames.org/2852156,Pretzsch
Schloß Pretzsch,,
Hallenberg,http://sws.geonames.org/2911514,Hallenberg
Bri,http://sws.geonames.org/3026867,Chanteloup-en-Brie
Jn Münster,,
Frankenstein,http://sws.geonames.org/2925558,Frankenstein
Jauernig,http://sws.geonames.org/3074398,Javorník
Salzburger Chro,,
Bilin,http://sws.geonames.org/3079348,Bílina
Ölberg,,
Saint-Croix,http://geo-kima.org/place/14682,Saint Croix (V.I.)
Helvetiens,,
Hannoversch Münden,http://sws.geonames.org/2867613,Hannoversch Münden
Barterode,,
Drans,,
Wesergau,,
Castel Melhor,,
Hrischkow,,
Bulga,,
Caracas,http://www.hgis-indias.net/dokuwiki/doku.php?id=gazetteer:4000001,Caracas
Raudnitz,http://histogis.acdh.oeaw.ac.at/shapes/permalink/91086891f1731c70fe132a4bbff41c12/,Raudnitz
Pfaffendorf,,
Westafrikas,,
Wallberg,,
Potschappel,,
Krollschen Theater,,
Rünzhain,,
Ju,http://maps.cga.harvard.edu/tgaz/placename/hvd_85275,Ju Xian
Jpping,,
Velmeden,,
Heiligenrode,,
Homberger Semi,,
Esch,http://sws.geonames.org/2960599,Esch-sur-Alzette
Planitz,http://sws.geonames.org/3068237,Plánice
Allendorf a. d. Ulm,,
Schirgiswalde,http://sws.geonames.org/2839090,Schirgiswalde
Schermcke,,
Sachs,http://geo-kima.org/place/13057,Reghin (Romania)
Hellberg,,
St. Peter,http://sws.geonames.org/3237221,St Peter
Stierstadt,,
Taarstedt,http://sws.geonames.org/2824441,Taarstedt
Vevey,http://pleiades.stoa.org/places/177663,"Vivisco|Viviscus/Vivisco/Vibisco, Vevey|Vevey"
Albertine,,
Bilbao,http://sws.geonames.org/3128026,Bilbao
Mechanics,http://sws.geonames.org/4371334,Thurmont
Maryland,http://sws.geonames.org/2275099,Maryland
Pasewalk,http://sws.geonames.org/2855337,Pasewalk
Sommerfeld -LRB- Mark Bran,,
Linum,,
Merkenfritz,,
Wenings,http://geo-kima.org/place/23874,Wenings (Germany)
Fried,,
Usenborn,,
Felda,,
Offental,,
Frankfurter Weg,,
San Marco,http://sws.geonames.org/8643147,San Marco
Neudeck,,
Wölferbütt,http://sws.geonames.org/2806898,Wölferbütt
Vacha,http://sws.geonames.org/477440,Vacha
Rhöngebirge,http://geo-kima.org/place/2046,Rhön (Germany)
Mindelheim,http://sws.geonames.org/2871045,Mindelheim
München Medi,,
Aying,http://sws.geonames.org/2953829,Aying
Bodenmais,http://sws.geonames.org/2947120,Bodenmais
Schönsee,http://sws.geonames.org/2836480,Schönsee
Filippsdorf,,
Niederland,http://sws.geonames.org/3359638,Walvis Bay
Georgs,,
Langendorf,http://sws.geonames.org/2881107,Langendorf
Altmühl,http://pleiades.stoa.org/places/118554,"*Alcmona (river)|*Alcmona, Altmühl"
Hennef,http://sws.geonames.org/2906376,Hennef
Pempelfort,http://sws.geonames.org/11258605,Düsseldorf-Pempelfort
Süs,,
straße,http://dare.ht.lu.se/places/19242,"Altheimer Straße, Hettingen"
Kapellenberge,,
Salzberg,http://dare.ht.lu.se/places/38637,"Salzberg, Osterburken"
Wieliczka,http://sws.geonames.org/755889,Wieliczka
Altgersdorf,,
Jakobshospital,,
Stephan-Maly,,
Humorsk,,
Zabel,,
Berendshagen,,
Klosterlausnitz,http://sws.geonames.org/2953421,Bad Klosterlausnitz
Duisburg am Rhein,,
Unterbar,,
Deutsch-Weißkirch,,
Siebenbürgens,,
Homorod,http://sws.geonames.org/676056,Homorod
Ostentorp,,
Schönholthausen,,
Bochum,http://sws.geonames.org/2947416,Bochum
Bocholter Almanachs,,
Schloß Fried,,
Nüßdorf,,
Nordkap,,
Oberägypten,,
Waldstetten,http://sws.geonames.org/2814776,Waldstetten
Schwäb.-Gmünd,,
Untergries,,
Duttenberg,http://dare.ht.lu.se/places/4311,Duttenberg
Hirschau,http://sws.geonames.org/2903806,Hirschau
Apfelbach,,
Mergentheim,http://geo-kima.org/place/12066,Bad Mergentheim (Germany)
Herrigau,,
Herrlinger-Ludwig,,
Großgartach,http://dare.ht.lu.se/places/41049,Großgartach
Otterndorf,http://sws.geonames.org/2856024,Otterndorf
Venusia,http://pleiades.stoa.org/places/438870,Venusia
Pancsowa,,
Fehértem,,
Detroit,http://sws.geonames.org/4990729,Detroit
Königl,,
St. Chamberlain,,
-LRB-,,
Wallnertheater,,
Sinzig am Rhein,,
Jüchen,http://dare.ht.lu.se/places/19625,Jüchen (1)|Jüchen (2)|Jüchen
Erfül,,
Jsabella,,
Glienicke,http://sws.geonames.org/2919908,Glienicke
Oliva -LRB- Westpreußen,,
Goldinens Wundergarten,,
Berkheimer,,
Straßburg Tristan,,
Freiland,http://sws.geonames.org/2779288,Freiland bei Deutschlandsberg
Emmis,,
Bâton Rouge,http://sws.geonames.org/4315588,Baton Rouge
Gali,http://sws.geonames.org/614613,Gali
Bessarabiens,,
Hammond,http://sws.geonames.org/4921100,Hammond
Waldbott-Bassenheim,,
Jenesien,http://histogis.acdh.oeaw.ac.at/shapes/permalink/ab3013e28bb8806ea981b62223477337/,Jenesien
Valuda,,
Edlach,http://geo-kima.org/place/22423,Edlach (Austria)
Lydien,,
Starnitz,,
Rheinbreitbach a. Rhein,,
Wohlhausen,,
St Cloud,http://geo-kima.org/place/9625,Saint Cloud (Minn.)
Lazienki,,
Hohenzieritz,,
Morbihan,http://geo-kima.org/place/9015,Morbihan (France)
Hes Heß Louvre,,
Andernach,http://pleiades.stoa.org/places/108746,"Antunnacum|Antunnacum, Andernach|Andernach"
Stephansfeld,,
Hessen-Darmstadt,http://histogis.acdh.oeaw.ac.at/shapes/permalink/18f505119a814354af042ce335a0a004/,Hessen-Darmstadt
Cochem a. d. Mosel,,
Niedenstein,http://sws.geonames.org/2863685,Niedenstein
Hessenland,,
Ostiglia,http://pleiades.stoa.org/places/393438,"Hostilia|Hostilia, Ostiglia|Ostiglia"
Rheinlandssagen,,
Hesse,http://sws.geonames.org/2905330,Hesse
Friedrich-Wilhelmstäd,,
Obersekunda,,
Tivolitheater,,
Mönchenstein,,
Mühltroff,http://sws.geonames.org/2867888,Mühltroff
Heusenstamm,http://sws.geonames.org/2904992,Heusenstamm
Heißenstein,,
Gräfenhausen,,
Zelebritä,,
Steffecks Atelier,,
Tho,http://sws.geonames.org/1574023,Mỹ Tho
Elberfelder Gymnasiums,,
Dömitz,http://sws.geonames.org/2936292,Dömitz
Klassenthal,,
Oletzko,http://geo-kima.org/place/18406,Olecko (Poland)
Bartenstein,http://sws.geonames.org/776337,Bartoszyce
Bischweiler,http://sws.geonames.org/3032544,Bischwiller
H.,http://pleiades.stoa.org/places/989143587,So-called Area H in Berenike
Simplizissi,,
Jntimen Theater,,
-LRB- Krim,,
Oesel,http://geo-kima.org/place/3469,Saaremaa Island (Estonia)
Finn,http://sws.geonames.org/7261476,Inglewood-Finn Hill
Gardone,http://sws.geonames.org/3176312,Gardone Riviera
Sorrent,http://sws.geonames.org/3166350,Sorrento
Zypern,http://geo-kima.org/place/7562,Cyprus
Treviso,http://pleiades.stoa.org/places/393503,"Tarvisium|Tarvisium, Treviso|Treviso"
Montau,,
Villa Falconieri,,
Hun,http://pleiades.stoa.org/places/354132,Hun|Hun
Dausenau,http://geo-kima.org/place/20630,Dausenau (Germany)
San Vigilio,http://sws.geonames.org/8948847,San Vigilio
Stäudlin,,
Neumühl,,
Karwitz,http://sws.geonames.org/2892612,Karwitz
Broda,,
Neubran,,
Vandalia,http://sws.geonames.org/4251917,Vandalia
Bensen,http://sws.geonames.org/3079500,Benešov nad Ploučnicí
Luisenstift,,
Calais,http://sws.geonames.org/3029162,Calais
Heldmannsberg,,
Waldkirchen,http://sws.geonames.org/2814880,Waldkirchen
Pölling,,
Aberzhausen,,
Gnadenberg,,
Egweil,http://sws.geonames.org/2932952,Egweil
Veitsaurach,,
Kastel,http://geo-kima.org/place/23154,"Kastel (Wiesbaden, Germany)"
Neukirchen b. Sulzbach,,
Jahrsdorf,http://sws.geonames.org/2895271,Jahrsdorf
Nordbayern,,
Nordgau,,
Maximiliana,,
Südeuropa,,
Schkeu,,
Rotta,http://sws.geonames.org/8949242,Rotta
Kemberg,http://sws.geonames.org/2891718,Kemberg
Breklum,http://sws.geonames.org/2944426,Breklum
West Turin,,
Constableville,,
Bal,http://sws.geonames.org/3204586,Bale
Groß-Thierbach,,
Freiburg a. Unstrut,,
Boarnland,,
Kano,http://sws.geonames.org/2335204,Kano
Weiler am Rhein,,
Paucsova,,
Pancsova,http://sws.geonames.org/787237,Pančevo
Semlin,http://geo-kima.org/place/9400,Zemun (Serbia)
Ostrau,http://sws.geonames.org/2856216,Ostrau
Neusatz,http://geo-kima.org/place/6788,Novi Sad (Serbia)
Ruma,http://geo-kima.org/place/17328,Ruma (Serbia)
Slawo,,
Altenhaßlau,,
Driburg,http://geo-kima.org/place/6134,Bad Driburg (Germany)
Nörde,,
Holzhausen,http://geo-kima.org/place/20658,Holzhausen (Germany)
Nieheim,http://sws.geonames.org/2862675,Nieheim
Schöppenstedt,http://sws.geonames.org/2836396,Schöppenstedt
Thusnelda,,
München Phi,,
Venus Astaroth,,
Bietigheim,http://sws.geonames.org/2949014,Bietigheim
Assumstadt,http://dare.ht.lu.se/places/40930,Assumstadt
Buoch,,
Waiblingen,http://dare.ht.lu.se/places/44898,Waiblingen
Ludwig Phi,,
Welfs,,
Kosmanos,http://sws.geonames.org/3073190,Kosmonosy
Hilsenberg,,
Halms Camoens,,
Zwiesel,http://sws.geonames.org/2803537,Zwiesel
Kirchdorf,http://sws.geonames.org/2890602,Kirchdorf am Inn
Osterhofen,http://dare.ht.lu.se/places/40554,Osterhofen
Kastl,http://sws.geonames.org/2892460,Kastl
Mönchzell,,
Gottesau,,
Sinsheim,http://sws.geonames.org/2831872,Sinsheim
Kenzingen,http://sws.geonames.org/2891590,Kenzingen
Schenkenberg,http://sws.geonames.org/2839751,Schenkenberg
Fretzdorf,,
Hirsingen,http://sws.geonames.org/3013259,Hirsingue
Ober-Elsaß,,
Pfirt,http://geo-kima.org/place/17481,Ferrette (France)
Saarge,,
Hingenau,,
Kuttenberg,http://histogis.acdh.oeaw.ac.at/shapes/permalink/4cdb8bcbe0f51206a31372ecfee48761/,Kuttenberg
Oberberg,,
Schloß Geisberg,,
Weddingstedt,http://sws.geonames.org/2813468,Weddingstedt
Süddithmarschen,,
Lichtensteig,http://sws.geonames.org/2659898,Lichtensteig
Närri,,
Essen a. d. Ruhr,,
Mesum,,
Neusalzwerk,,
Verdun,http://sws.geonames.org/933933,Verdun
Nonnenholz,,
Ssomina,,
Nowgorod,http://sws.geonames.org/519336,Velikiy Novgorod
Obuchowschen Stadthospital,,
Eich -LRB- Luxemburg,,
Porges,,
Nemoschitz,,
Pardubitz,http://histogis.acdh.oeaw.ac.at/shapes/permalink/c33ae96e35916ccab223bb941cbabe90/,Pardubitz
Tanger,http://sws.geonames.org/2530335,Tangier
Schloß Polia,,
Alt-Heidelberg,,
Fontana,http://sws.geonames.org/8337342,Fontana
Nikols,,
Napagedl,,
Pisino,http://histogis.acdh.oeaw.ac.at/shapes/permalink/25564b47718c94f8745132e239af4995/,Pisino
Crüssau,,
Sudenburg,,
Gernrode am Harz,,
Hirschberg-Jura,,
Waldhausen-Han,,
Hannover-Döh,,
Alster,,
Lille,http://sws.geonames.org/2792360,Lille
Neu-Jsenburg,,
Gossensaß,,
Deutschen Schriftstel,,
Leer,http://sws.geonames.org/2879697,Leer
Hirsekorn,,
Augsburgi,,
Jnsel Gorea,,
Senegal,http://sws.geonames.org/2245662,Senegal
Stroßburrjer Mund,,
Preußens Ostmark,,
Jn Aarau,,
Westhavelland-Zauch-Bel,,
Judica,http://sws.geonames.org/2525101,Castel di Judica
Pavia,http://sws.geonames.org/1694262,Pavia
Hochfeld,http://sws.geonames.org/2903237,Hochfeld
Mertingen,http://dare.ht.lu.se/places/44702,Mertingen|Mertingen
Gedichtee,,
Dietzsche,,
Rheinlands,,
Sang,http://sws.geonames.org/8354994,Phu Sang
Mettlach,http://sws.geonames.org/2871538,Mettlach
Boitzenburg,,
Poststraße,,
Karlsruher Hoftheater,,
Chlewo,,
Schildberg,http://geo-kima.org/place/20202,Ostrzeszów (Poland)
Neumittelwalde,http://sws.geonames.org/3091991,Międzybórz
Hoyerswerda,http://sws.geonames.org/2898304,Hoyerswerda
Landsberg a. Warthe,http://geo-kima.org/place/11353,Landsberg an der Warthe (Germany)
Hof Hof,http://sws.geonames.org/2902768,Hof
Hombressen,,
Wißgoldingen,,
Kirchbierlingen,http://dare.ht.lu.se/places/44297,"Mittelgewand Ösch, Kirchbierlingen"
Spaichingen,http://sws.geonames.org/2830851,Spaichingen
Rottweil,http://pleiades.stoa.org/places/363924,"Arae Philaenorum|Arae Flaviae|Arae Flaviae, Rottweil|Hochmauren|Arae Philaenorum, Graret Gser et-Trab|Beckenhölzle|Rottweil"
Wiesensteig,http://sws.geonames.org/2809214,Wiesensteig
Ummendorf,http://dare.ht.lu.se/places/40819,Ummendorf
Lourdes,http://sws.geonames.org/1705516,Lourdes
Eschen,http://sws.geonames.org/3042068,Eschen
Oensbach,,
Hofer-Sternischa,,
Rodeck,,
Höf Höf,,
Steinkirchen,http://pleiades.stoa.org/places/118975,Steinkirchen|Steinkirchen
Schloß Kosatek,,
Kraja,http://sws.geonames.org/2884868,Kraja
Latdorf,http://geo-kima.org/place/22502,Latdorf (Germany)
Maria-Himmelfahrt,,
Perschütz,,
Schlegelschen Terzine,,
Altmannsdorf,,
Striegau -LRB- Schlesien,,
Goe,http://sws.geonames.org/676993,Goești
A. Hoffmanns Berg,,
Cillis Weg,,
Kornthal,,
Haifa,http://sws.geonames.org/294801,Haifa
Sarona,,
Deutschen Tempels ``,,
Bottendorf a. d. Unstrut,,
Oehna,,
Saalfelden,http://sws.geonames.org/2766922,Saalfelden am Steinernen Meer
`` Kölnische Volks,,
Berliner Universität,,
Hoffmann-Kutschke,,
Moholz,,
Stolpenburg,,
Gorlosen,,
Hexa,,
Oberhof,http://sws.geonames.org/8533211,Oberhof
Schlesische Lie,,
Neu Pasua,http://sws.geonames.org/787615,Nova Pazova
Moll,http://sws.geonames.org/2791067,Mol
Mechtersheim,,
Valesca,,
Bythin,,
Samter,http://sws.geonames.org/3083878,Szamotuły
Wallwischken,,
Ragnit,http://sws.geonames.org/522742,Neman
Hoffmann-Aul,,
Grafenschloß,,
Halle Medizin,,
Welschland,,
Nesselbach,,
Bächlingen,,
Schwäbisch - Hall,http://sws.geonames.org/2835481,Schwäbisch Hall
Kirchberg a. J.,,
Hall-Oehringen,,
Hoffmann-Schaumberg,,
Seyda,http://sws.geonames.org/2832835,Seyda
Rhoden,http://geo-kima.org/place/11443,Appenzell Inner-Rhoden (Switzerland)
Osterwieck,http://sws.geonames.org/2856330,Osterwieck
Pestolozzi,,
Wartburg-Schsp,,
Marburg Theo,,
Kleinschmalkalden,http://sws.geonames.org/2855466,Pappenheim
Nordshausen,,
Augustinianum,,
Gaes,,
Bernkastel,http://geo-kima.org/place/14257,Bernkastel-Kues (Germany)
Berna,http://sws.geonames.org/2661551,Bern
Trouville,http://geo-kima.org/place/16031,Trouville-sur-Mer (France)
Fellbach,http://dare.ht.lu.se/places/40954,Fellbach
Horb am Neckar,http://geo-kima.org/place/15417,Horb am Neckar (Germany)
Buenos Aires,http://sws.geonames.org/3624593,Buenos Aires
Sauerlach,http://sws.geonames.org/2841178,Sauerlach
Holzkirchen,http://sws.geonames.org/2899671,Holzkirchen
Moosburg,http://sws.geonames.org/2771244,Moosburg
Luterbach,http://sws.geonames.org/2659822,Luterbach
Schottwyl,,
Sentier,http://geo-kima.org/place/19532,"Sentier (Paris, France)"
Bras,http://sws.geonames.org/3030529,Bras
Plötzensee,,
Kietz,,
Rhi,,
Neu-Rup,,
Felsenburg,,
Ferdinandeum,,
Hohenfeld,,
Hohenthal,,
Obererthal,,
Ebern,http://histogis.acdh.oeaw.ac.at/shapes/permalink/82e058f8e1dadc78667b05d8dbd471d5/,Ebern
Rhön-Trouba,,
Lützelburg,http://dare.ht.lu.se/places/19957,Lützelburg
Riet,,
Gnigl,http://dare.ht.lu.se/places/44461,Gnigl
