gnd,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18
1068367431,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1068652934,Keingtthal,Wasserburg am Bodensee,Nonnenhorn,Wasserburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1068734264,Kassel,Sontra,Haina,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1068850817,Berlin,Hermsdorf,Glienicke,Villa Schulze,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1069087866,Friedenau,Malmö,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1069358355,Danzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1069399035,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1069562327,Breslau,Leipzig,Berlin,München,Reichenbach,.,.,.,.,.,.,.,.,.,.,.,.,.
1070239615,Neapel,Schwerin,Rom,Konstantinopel,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
1070383295,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1070629308,Düsseldorf,Solingen,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1070765252,Schweinfurt,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1071551795,Schwiebus,Berlin,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1071566989,Wurzen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1071865560,Breslau,Ratibor,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1072564386,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073350282,Fels,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073358755,Augsburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073390071,Ravensburg,Werne,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073431320,Giessen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073477908,Kreuznach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073505057,Reutlingen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073650030,Saalau,Domnau,Elbing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073662462,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073838021,Cöln a. Rh.,Cöln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1074041836,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1074105532,Strassburg,Strassb,Dorpat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1074211324,Baden-Baden,Philadelphia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1075202353,Ladenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1075759773,Altenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1076176585,Wien,Rom,Wien,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1076339549,Würzburg,Salzburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1076742734,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1076742890,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1076870988,Bialistock,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1077891601,Sand,Taufers,Wien,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.
1077936842,Hannover,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1078025215,Wien,Breslau,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1078333866,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1079281525,Frankfurt a. M.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1080249532,Chemnitz,Wien,Geestemünde,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081319747,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081428503,Post Krappitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081490764,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081649747,Bonn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081846690,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081941189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081980958,Seeberg,Dalbingen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1084651092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089253605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089407114,Bern,Mosbach,Aarau,Tübingen,Leipzig,Karlsruhe,Berlin,Konstanz,Zürich,Stockach,.,.,.,.,.,.,.,.
1089478542,Stein,Stein,Neapel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089539479,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089547757,Zeitz,Oldenburg,Droyssig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089561334,Rom,Tempelhof,Bromberg,Berlin,Rom,Widdern,Widdern,.,.,.,.,.,.,.,.,.,.,.
1089575688,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089582196,Lindau,Wien,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089582706,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089584903,Domnau,Charlottenburg,Rom,Berlin,Elbing,Saussienen,Rom,.,.,.,.,.,.,.,.,.,.,.
1089585489,Wien,Rom,Wien,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089650450,Mitau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089730926,Frankfurt a. M.,Liestal,Reudnitz,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089912382,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089922965,Kochel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1089926413,Lissa,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1090907885,Bern,Plagwitz,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1095668676,Hill,Pawlowitz,Brieg,Golembitz,Lissa,Posen,.,.,.,.,.,.,.,.,.,.,.,.
1095905597,Kiel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1096472414,Stein,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1097779432,Prag,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1099442346,Posens,Spandau,Waldenburg,Konstantinopel,Havelberg,Berlin,Blasewitz,Dresden,Görlitz,Posen,.,.,.,.,.,.,.,.
1099986001,Starnberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1102900117,Augsburg,Esslingen,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1102928070,Regensburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1105068269,Oehringen,Schloss Mirabell,Salzburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1105398870,Mainz,Königsberg,Tiegenhagen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1105503003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1110804075,Wiesbaden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1111917787,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1113029854,Stuttgart,Haide,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1115741780,Barmen,Karlsruhe,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1116742772,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1116972077,Mewe,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1119901359,Bern,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1120435293,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1120617324,Lingen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1121112439,Augsburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1123171327,Wloclawek,Thorn,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1123285276,Biloxi,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1124710736,Darmstadt,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1124918280,Melk,Würzburg,Leipzig,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1125390883,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1125536993,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1126469963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1127174436,Reutlingen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1133220150,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1134968620,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1135787980,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1136091661,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1136348484,Glogau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1138307270,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1138571814,Strassburg,Strassb,Berlin,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1138992380,Pankow,Dirschau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1139220373,Dorheim,Friedberg,Coesfeld,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1139298739,Anklam,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1139865943,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1139985841,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1140060600,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1140254359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1140502131,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1140652923,Lüneburg,Soltau,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1140750755,Wien,Breslau,Berlin,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1140856634,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1141264390,Königsberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1141264633,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1141298759,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1141333244,Wien,.,Ulm,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1141333260,Ulm,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1141826380,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1143617681,Wien,Paris,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1144986044,Prag,Wien,Neustädter Theater,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1145815251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1146494033,München,Bensheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1149298502,Frankfurt a. M.,Rom,Angermünde,Dresdener Hoftheater,Hamburg,Karlsruhe,Berlin,Rom,Dresden,.,.,.,.,.,.,.,.,.
1149855061,Gross-Lichterfelde,Lichterfelde,Berlin,Wittstock,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1150441313,Köthen,Leipzig,Nürnberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1151646407,Naumburg,Gerstenberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1151969826,Neisse,Breslau,Warschau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1152974432,Wiesbaden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1153284618,Köln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1154465411,Halle,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1156202108,Schleswig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1157095348,Giessen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1157525385,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1158082312,Kynast,Hermsdorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1158087128,Altenburg,Liegnitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1158098952,Mitau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1158108478,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1158185332,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1158189427,Kopenhagen,Wien,Baden-Baden,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.
1158441762,München,Wesel,Kattowitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1158542712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1158722419,Stuttgart,Heilbronn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1159074933,Wien,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1159076332,Schwerin,Wismar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1159114714,Schildberg,Wien,Breslau,Fels,Wien,Posen,Fels,.,.,.,.,.,.,.,.,.,.,.
1159125562,Rom,Berlin,Rom,Leipzig,Reutlingen,.,.,.,.,.,.,.,.,.,.,.,.,.
1159392498,Speyer,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1159716285,Mainz,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1161379665,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1162155922,Freienwalde,Königshöh,Sternberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1162199687,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1162538821,Düsseldorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1162860995,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1162901772,Bonn,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1163293105,Mainz,Wien,Trier,Stuttgart,Ottweiler,Hamburg,Koblenz,Berlin,.,.,.,.,.,.,.,.,.,.
1164385046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1165680688,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1167739094,Bad Nauheim,Strehlen,Neustettin,Glatz,Görlitz,.,.,.,.,.,.,.,.,.,.,.,.,.
1168025915,Brünn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1168605822,Münster,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1168764912,Ippesheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1171444737,Gröbitz,Schwerin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1174636696,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1175401099,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1175437999,Stein,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1176533886,Wiesbaden,Schloss Schönstein,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1179380533,Leipzig,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1180638360,Aschersleben,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1181119480,Bonn,Bonn am Rhein,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1183333269,Tannenrode,Nürnberg,Tannenrode,Nürnberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1184436738,Danzig,Charlottenburg,Rom,Rom,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.
1184601879,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1184623953,Braunschweig,Grüneberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1185780580,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1188739123,Schwerin,Berlin,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1189707438,Blasewitz,Freiberg,Dresden,Kleinvoigtsberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1190223910,Loschwitz,Breslau,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1191490319,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1192035429,Greifswald,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1192707656,Traunstein,Innthal,Rom,Bozen,Eppan,Bad Volders,München,Rom,.,.,.,.,.,.,.,.,.,.
1192856465,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1192865847,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1194014208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1196628823,Chur,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1199914142,Glogau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1200424123,Mainz,Darmstadt,Stuttgart,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1200498429,Magdeburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1202635008,Stuttgart,Speyer,München,Regensburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1202637256,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1205036970,Boxhagen,Berlin,Rummelsburg,Berlins,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1205325859,Stein,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1205763384,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1206659122,Meseritz,Erlangen,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1206899263,Freiburg,Boulogne sur mer,Paris,Freiburg i. Br.,Karlsruhe,Freiburg i. B,Freiburg i. Br,Oxford,.,.,.,.,.,.,.,.,.,.
1206955341,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1207249734,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1207303801,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1207571261,Kochem,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1207775800,München,Wernigerode,Stollberg,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1208512609,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1208516418,Dierhagen,Ribnitz,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1208775022,Nordhausen,Walsrode,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1209716739,Neuruppin,Stein,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1210278561,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1210514958,Werne,Anklam,Pollnow,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1210953161,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1211011550,Hagen,Hamburg,Fels,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1211433161,Gnesen,Berlin,Dresden,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1211516601,Lussan,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1211961958,London,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1211995178,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1212530217,Königsberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1212602390,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1212629094,Leipzig,Lynwood,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1212685032,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1215213433,Aachen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1215375638,Breslau,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1215677901,Stein,Steinhagen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1216357471,Düsseldorf,Heidelberg,Köln,Ursulinerinnenkloster,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1216900213,Salzburg,Neapel,Reichenhall,Ursulinerinnenkloster,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1217498931,Wien,Wien,Rieden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1217624732,Augsburg,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1217687300,Heppenheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1218047453,Würzburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1220464422,Neuhaus,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1220641227,Hohenalthain,Nördlingen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1220703885,Danzig,Thorn,Paris,Sorbonne,Zoppot,.,.,.,.,.,.,.,.,.,.,.,.,.
1221312448,Wien,.,Rom,Wien,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
1224484665,Breslau,Cleve am Rhein,Cleve,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1224895274,Verden,Rom,Lüneburg,Hannover,München,Rom,.,.,.,.,.,.,.,.,.,.,.,.
1225862337,Neustrelitz,Neubrandenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1226177204,Elbing,Grunau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1226262465,New-York,Philadelphia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1227397569,Koburg,Pressburg,Wien,.,Gotha,.,Wien,.,.,.,.,.,.,.,.,.,.,.
1227624891,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1228090130,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1228156980,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1228555303,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1229369988,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1229401725,Bern,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1229701257,Schlawe,Köslin,Seehof,Seehof,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1230144668,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1231579536,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1232329355,Wien,Elbogen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1234931001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1236507029,Wien,Miesbach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1236820606,Siegen,Halle a. S.,Löbejün,Halle,Hall,Wien,.,.,.,.,.,.,.,.,.,.,.,.
1237155010,Rom,Uhlenhorst,Hamburg,Rom,Einsiedeln,.,.,.,.,.,.,.,.,.,.,.,.,.
1237376629,Grünberg,Breslau,Neutomischel,Berlin,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.
1237387892,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1240876300,Berlin,Mühlheim a. d. Ruhr,Arnswalde,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1242054464,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1243764171,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1243979011,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1243979232,Hanau,Stein,Steinheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1244773581,Rom,Tarna,Erfurt,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1245875353,Wolfenbüttel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1245894870,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1245938452,Dresden-A.,Potsdam,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1246479400,Breklum,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1246948915,Sargans,Rorschach,Trübbach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1246966530,Werne,Königsberg,Werne,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
1247175715,Glogau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1250196353,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1250546567,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1250989140,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1251280811,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1251532454,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1252832524,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1253005796,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1254624503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1255001070,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1255162139,Wien,Rom,Ischl,Wien,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
1256135534,Wien,Brüssel,Rom,Warschau,Berlin,Rom,Berlin,.,.,.,.,.,.,.,.,.,.,.
1257720171,Danzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1258199211,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1258723123,Frankfurt a. O.,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1258888734,Badenweiler,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1259943321,Stuttgart,Stuttgart,Wien,Glogau,Berlin,Bunzlau,.,.,.,.,.,.,.,.,.,.,.,.
1260007308,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1260694305,Stuttgart,Graubünden,Berlin,Pierrepont,Chur,Wildbad,Bayreuth,.,.,.,.,.,.,.,.,.,.,.
1260703312,Merseburg,Hannover,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1262247128,Meckl.,Doberan,Hamburg,Schleswig,Kiel,.,.,.,.,.,.,.,.,.,.,.,.,.
1262495377,Berlin,Worms,Bensheim,Worms am Rhein,.,.,.,.,.,.,.,.,.,.,.,.,.,.
